Ticker,Start,End,Alpha,Beta
ABBV,2018-01-01,2018-06-01,0.057341732793067424,1.417434782180063
ABBV,2018-06-01,2019-01-01,3.5958436128746794,0.9301615764741382
ABBV,2019-01-01,2019-06-01,-20.52784475091193,0.8715512781193806
ABBV,2019-06-01,2020-01-01,2.0167147208176637,1.0464361184498119
ABBV,2020-01-01,2020-06-01,8.53949908883179,0.729439089835927
ABBV,2020-06-01,2021-01-01,6.774190474353457,0.6279892586320319
ABBV,2021-01-01,2021-06-01,0.3880502692519787,0.6349989317232979
ABBV,2021-06-01,2022-01-01,16.112168283072254,0.547556954430825
ABBV,2022-01-01,2022-06-01,12.7519322385887,0.23513592359200405
ABBV,2022-06-01,2023-01-01,13.770050978046491,0.43412196063821207
ABBV,2023-01-01,2023-06-01,-21.77895698361889,0.11774684471962019
ABBV,2023-06-01,2024-01-01,10.772089325511736,0.33114077414788656
ABBV,2024-01-01,2024-06-01,-5.092499524431371,0.4403894316222617
ABBV,2024-06-01,2024-12-24,4.614631635493644,0.07603309131795977
ACN,2009-01-01,2009-06-01,-7.858830031832372,0.6299156224391607
ACN,2009-06-01,2010-01-01,25.573608323940363,0.5218935565614695
ACN,2010-01-01,2010-06-01,-7.85730916430274,0.754700123101102
ACN,2010-06-01,2011-01-01,20.76534715428997,0.721521114249424
ACN,2011-01-01,2011-06-01,15.130329211093418,0.918508473441334
ACN,2011-06-01,2012-01-01,-0.7777008560574066,1.0808507277151478
ACN,2012-01-01,2012-06-01,5.451576655567472,1.1684679823002742
ACN,2012-06-01,2013-01-01,7.231413668368196,1.2498541355617265
ACN,2013-01-01,2013-06-01,8.191502619926993,1.0413142116421146
ACN,2013-06-01,2014-01-01,-11.096409292143461,0.9916111965312165
ACN,2014-01-01,2014-06-01,-3.752256787516192,1.0713937167899885
ACN,2014-06-01,2015-01-01,4.726503689437546,0.9567860993468938
ACN,2015-01-01,2015-06-01,6.534294240822497,1.1149198746109938
ACN,2015-06-01,2016-01-01,13.054587459113199,1.0115042322575793
ACN,2016-01-01,2016-06-01,13.229213633309278,1.1166425914187323
ACN,2016-06-01,2017-01-01,-7.3429536314005315,1.0226373748036608
ACN,2017-01-01,2017-06-01,1.0831021011915158,0.9981011491677865
ACN,2017-06-01,2018-01-01,14.07024036015007,0.9188653129594899
ACN,2018-01-01,2018-06-01,2.8003196244911326,1.1764589300396298
ACN,2018-06-01,2019-01-01,-1.3963066324786215,1.0682615180290798
ACN,2019-01-01,2019-06-01,18.47126083798916,0.9444352811908905
ACN,2019-06-01,2020-01-01,2.5931990904974107,1.026283998584212
ACN,2020-01-01,2020-06-01,4.156498540424434,1.0529073738554788
ACN,2020-06-01,2021-01-01,5.5945084799083915,1.0392946762819992
ACN,2021-01-01,2021-06-01,-3.938849406365657,1.0463711936382096
ACN,2021-06-01,2022-01-01,34.34913212625907,1.050224633404059
ACN,2022-01-01,2022-06-01,-8.354187319994917,1.2238435653720527
ACN,2022-06-01,2023-01-01,-1.644369892850479,1.197796214620882
ACN,2023-01-01,2023-06-01,2.3540412561545825,1.1995474845987648
ACN,2023-06-01,2024-01-01,3.299854512641005,0.9445993940222035
ACN,2024-01-01,2024-06-01,-29.281368286824218,0.9986124857268482
ACN,2024-06-01,2024-12-24,16.047135696166645,0.5645154869315978
ADBE,2009-01-01,2009-06-01,26.142937543946104,1.2114296048475233
ADBE,2009-06-01,2010-01-01,1.6754261386330427,1.2935841072941296
ADBE,2010-01-01,2010-06-01,-8.064398345447735,0.9664831908726829
ADBE,2010-06-01,2011-01-01,-24.08248501164548,1.1398972997571444
ADBE,2011-01-01,2011-06-01,5.0547329809967065,1.193938612007546
ADBE,2011-06-01,2012-01-01,-12.318400149935597,1.1135942690374507
ADBE,2012-01-01,2012-06-01,4.2984554799918495,1.3699170197673953
ADBE,2012-06-01,2013-01-01,13.655680813172362,1.0965600686605246
ADBE,2013-01-01,2013-06-01,-1.1542367900306907,1.136716070109584
ADBE,2013-06-01,2014-01-01,22.675592479744566,1.1924424676208327
ADBE,2014-01-01,2014-06-01,1.156314766259218,1.5441992135560931
ADBE,2014-06-01,2015-01-01,4.6382894052888535,1.1260112273226575
ADBE,2015-01-01,2015-06-01,7.707761714090358,1.0390337249831618
ADBE,2015-06-01,2016-01-01,20.851466060007663,1.0076139193311162
ADBE,2016-01-01,2016-06-01,2.7461771959804624,1.4268549577765701
ADBE,2016-06-01,2017-01-01,-5.192531484125045,1.2320943976115137
ADBE,2017-01-01,2017-06-01,28.99228524565245,1.0007302762401262
ADBE,2017-06-01,2018-01-01,9.107295794790117,1.542641799541874
ADBE,2018-01-01,2018-06-01,40.0599677319037,1.2913792969703435
ADBE,2018-06-01,2019-01-01,7.086853343512633,1.8320242296584708
ADBE,2019-01-01,2019-06-01,8.121943327603699,1.3926567542602097
ADBE,2019-06-01,2020-01-01,5.1414098725484045,1.2802498030481804
ADBE,2020-01-01,2020-06-01,23.248294163110096,1.0766461609925344
ADBE,2020-06-01,2021-01-01,1.7997372231558089,1.1588044665206974
ADBE,2021-01-01,2021-06-01,-17.010146045252043,1.4174050479319964
ADBE,2021-06-01,2022-01-01,-4.252181650741798,1.3871671432493808
ADBE,2022-01-01,2022-06-01,-3.868063205153895,1.4965905624000657
ADBE,2022-06-01,2023-01-01,-9.238931013669962,1.4042350344646146
ADBE,2023-01-01,2023-06-01,12.413662622096272,1.7000658261326047
ADBE,2023-06-01,2024-01-01,22.0176965708787,1.6177898808590099
ADBE,2024-01-01,2024-06-01,-37.12352728966977,1.4181542257531543
ADBE,2024-06-01,2024-12-24,-11.722469552156491,1.1727433280909745
AMD,2009-01-01,2009-06-01,97.00093122392346,1.553470405537847
AMD,2009-06-01,2010-01-01,79.70692410507219,1.3677830260808979
AMD,2010-01-01,2010-06-01,-5.019727995357735,1.9897131122206944
AMD,2010-06-01,2011-01-01,-27.02793743174768,1.5810545644129004
AMD,2011-01-01,2011-06-01,-6.405106402886524,1.5716598885799942
AMD,2011-06-01,2012-01-01,-28.511718365966157,1.6061983083796247
AMD,2012-01-01,2012-06-01,4.485205114136054,2.437635028752061
AMD,2012-06-01,2013-01-01,-83.71944653718818,2.2183858816466113
AMD,2013-01-01,2013-06-01,39.390788654190075,1.6294968015719138
AMD,2013-06-01,2014-01-01,-18.306912143147038,1.2659190044406998
AMD,2014-01-01,2014-06-01,-6.922759065410842,1.6430223338805021
AMD,2014-06-01,2015-01-01,-38.947963997123665,0.8910341615977712
AMD,2015-01-01,2015-06-01,-18.46945217235371,1.0536550108555556
AMD,2015-06-01,2016-01-01,31.485573504588547,1.2177151831708344
AMD,2016-01-01,2016-06-01,51.19152493936382,2.0980145547646973
AMD,2016-06-01,2017-01-01,142.46854169054535,2.094575496726897
AMD,2017-01-01,2017-06-01,-22.19416964578096,2.47959056599869
AMD,2017-06-01,2018-01-01,-27.461632846585605,2.293830513854538
AMD,2018-01-01,2018-06-01,29.83388967499363,1.4839150756078126
AMD,2018-06-01,2019-01-01,46.82093458483638,1.9810164180971004
AMD,2019-01-01,2019-06-01,21.11232241356839,3.0290970961917885
AMD,2019-06-01,2020-01-01,27.358008292902817,2.331287699985215
AMD,2020-01-01,2020-06-01,16.4163607395008,1.1443749460333559
AMD,2020-06-01,2021-01-01,43.897415802815175,1.183623034832186
AMD,2021-01-01,2021-06-01,-36.57919131511356,1.783245919277376
AMD,2021-06-01,2022-01-01,56.25303411650391,1.6280688020650234
AMD,2022-01-01,2022-06-01,1.1599814193274653,2.270162019958806
AMD,2022-06-01,2023-01-01,-20.8280026484611,1.9120847285762677
AMD,2023-01-01,2023-06-01,71.83207302625016,1.7964879512744285
AMD,2023-06-01,2024-01-01,1.51974442600401,2.1454532745462385
AMD,2024-01-01,2024-06-01,-0.4120437512410291,2.586462390966731
AMD,2024-06-01,2024-12-24,-43.20974738365078,1.9889511774031914
AES,2009-01-01,2009-06-01,21.9545768192193,1.4710591897319691
AES,2009-06-01,2010-01-01,-8.957006979191604,1.8435442253877221
AES,2010-01-01,2010-06-01,-21.80466407570985,1.6086062139305506
AES,2010-06-01,2011-01-01,3.5121629237720313,1.441591512989497
AES,2011-01-01,2011-06-01,-2.522205730401986,1.2329197319652998
AES,2011-06-01,2012-01-01,-1.709136771659069,1.2349034264358554
AES,2012-01-01,2012-06-01,-2.386942757894137,0.9415529986907566
AES,2012-06-01,2013-01-01,-19.52498264319304,0.8827832893716205
AES,2013-01-01,2013-06-01,-3.501538004946685,1.3189050688990211
AES,2013-06-01,2014-01-01,2.932484626718052,1.2509613524529057
AES,2014-01-01,2014-06-01,-4.044976086255404,0.7099563596909159
AES,2014-06-01,2015-01-01,-8.27523286212436,0.9521596843790007
AES,2015-01-01,2015-06-01,-1.4564029016915252,0.9952139901306758
AES,2015-06-01,2016-01-01,-25.59232342211592,0.9526229819411705
AES,2016-01-01,2016-06-01,12.809113116290003,1.3602705130650377
AES,2016-06-01,2017-01-01,0.11513050970397032,1.2255534073867573
AES,2017-01-01,2017-06-01,-0.36041330511863645,0.6235160384004269
AES,2017-06-01,2018-01-01,-11.324047104799764,0.31862381384481536
AES,2018-01-01,2018-06-01,18.59367785580282,0.5316184400133435
AES,2018-06-01,2019-01-01,19.817248645372214,0.6493196622478166
AES,2019-01-01,2019-06-01,6.979536072528973,0.5408667309169384
AES,2019-06-01,2020-01-01,13.83426480096204,0.7101016357413998
AES,2020-01-01,2020-06-01,-28.651118057610788,1.2061591639639153
AES,2020-06-01,2021-01-01,67.98178881078327,0.97804971735842
AES,2021-01-01,2021-06-01,-6.587096055127535,1.344552543906312
AES,2021-06-01,2022-01-01,-17.371566424865165,0.994555817535577
AES,2022-01-01,2022-06-01,5.285769456905635,0.9813603347944073
AES,2022-06-01,2023-01-01,40.31783169112381,1.0785357687521764
AES,2023-01-01,2023-06-01,-39.342669087817,1.115404286908753
AES,2023-06-01,2024-01-01,-19.317327144672678,1.6445713804895408
AES,2024-01-01,2024-06-01,3.279112769045554,0.8896974944610093
AES,2024-06-01,2024-12-24,-46.365351788399735,0.47724281270139857
AFL,2009-01-01,2009-06-01,-22.712943124525093,2.5858176141437177
AFL,2009-06-01,2010-01-01,-5.396536088706775,1.9002942913820482
AFL,2010-01-01,2010-06-01,1.7202489505523157,1.7921906302412076
AFL,2010-06-01,2011-01-01,4.269157646573927,1.6126162160941766
AFL,2011-01-01,2011-06-01,-21.71569679397875,1.0927019107538483
AFL,2011-06-01,2012-01-01,0.9394265458974811,1.55349837751538
AFL,2012-01-01,2012-06-01,-12.70123233139408,1.792286429477058
AFL,2012-06-01,2013-01-01,23.365506013190213,1.3876870774687113
AFL,2013-01-01,2013-06-01,-7.313425179443516,1.0170191341779775
AFL,2013-06-01,2014-01-01,6.354639500559342,1.059752060686752
AFL,2014-01-01,2014-06-01,-11.282663604892008,1.0466459765447307
AFL,2014-06-01,2015-01-01,-4.941090245449969,0.8041719152361946
AFL,2015-01-01,2015-06-01,0.7216137127931472,0.8539039538780684
AFL,2015-06-01,2016-01-01,1.0433655974085556,1.0477831393109527
AFL,2016-01-01,2016-06-01,15.541825677403448,0.749197730888883
AFL,2016-06-01,2017-01-01,-5.120940308036129,0.986884108135889
AFL,2017-01-01,2017-06-01,3.906671829107256,0.7979426639378943
AFL,2017-06-01,2018-01-01,9.903016795098406,0.6543855920346117
AFL,2018-01-01,2018-06-01,2.902252882905324,0.7286100482972656
AFL,2018-06-01,2019-01-01,6.603443117966627,0.6931772591916949
AFL,2019-01-01,2019-06-01,7.142359278407191,0.6058902370911533
AFL,2019-06-01,2020-01-01,-12.757286989322527,0.8090469076312172
AFL,2020-01-01,2020-06-01,-21.84647798318013,1.2513719261834415
AFL,2020-06-01,2021-01-01,-3.268797583779442,1.1022536010305664
AFL,2021-01-01,2021-06-01,25.48887000518539,0.6407743009320063
AFL,2021-06-01,2022-01-01,-12.099873737352365,1.143502575588579
AFL,2022-01-01,2022-06-01,12.359318067068791,0.5941672549787015
AFL,2022-06-01,2023-01-01,25.5528951831684,0.7308570958646694
AFL,2023-01-01,2023-06-01,-17.6333167660053,0.7736390175948943
AFL,2023-06-01,2024-01-01,19.39974547090546,0.5501144061491647
AFL,2024-01-01,2024-06-01,3.3743354368557448,0.1006109803619899
AFL,2024-06-01,2024-12-24,5.9288042945203046,0.4283574452194106
A,2009-01-01,2009-06-01,14.948623834849434,1.1201511290211796
A,2009-06-01,2010-01-01,41.75251331046435,1.2504121922011235
A,2010-01-01,2010-06-01,7.490038362389502,1.252143611262286
A,2010-06-01,2011-01-01,6.588352216991208,1.4366474683464752
A,2011-01-01,2011-06-01,9.515951439429369,1.5327363370821123
A,2011-06-01,2012-01-01,-19.540313026257678,1.7707796767334214
A,2012-01-01,2012-06-01,4.929115004259741,1.8612475561523893
A,2012-06-01,2013-01-01,-9.08852978410445,1.4731054239286667
A,2013-01-01,2013-06-01,-6.534410302519712,1.337318847752415
A,2013-06-01,2014-01-01,13.08111857576547,1.066542332266914
A,2014-01-01,2014-06-01,-4.977211792277875,1.3068052671114454
A,2014-06-01,2015-01-01,-7.779807608819186,1.2730017048943365
A,2015-01-01,2015-06-01,-2.229291500823139,1.2966196948729247
A,2015-06-01,2016-01-01,6.6874728724871435,1.1416429345791714
A,2016-01-01,2016-06-01,8.093277635987599,1.211756785973327
A,2016-06-01,2017-01-01,-9.675659473970596,1.4746943084778472
A,2017-01-01,2017-06-01,20.607649670912764,1.3946917315892478
A,2017-06-01,2018-01-01,-1.124576096933712,1.2359341843151983
A,2018-01-01,2018-06-01,-8.31676443320288,1.1757713995091053
A,2018-06-01,2019-01-01,17.27501781051271,1.070195205499023
A,2019-01-01,2019-06-01,-8.87991488182269,1.2077461076935547
A,2019-06-01,2020-01-01,5.556591043834398,1.307385133131723
A,2020-01-01,2020-06-01,10.384312901547393,0.8984983872986088
A,2020-06-01,2021-01-01,14.026412467736922,0.7964552600109748
A,2021-01-01,2021-06-01,0.3629901791310459,1.1412432817276847
A,2021-06-01,2022-01-01,5.12397891265214,0.8586991985207681
A,2022-01-01,2022-06-01,-4.307172480459741,1.1587485599352072
A,2022-06-01,2023-01-01,29.449750448673555,1.0914297317167527
A,2023-01-01,2023-06-01,-33.256649909065324,1.088744823864619
A,2023-06-01,2024-01-01,9.426580619193498,0.7196102396511728
A,2024-01-01,2024-06-01,-18.357006353065646,1.2030547583556113
A,2024-06-01,2024-12-24,-7.223369971144112,0.6318093124123926
APD,2009-01-01,2009-06-01,28.228768248054262,0.9947612588942476
APD,2009-06-01,2010-01-01,-0.7868233156300981,1.201443713437908
APD,2010-01-01,2010-06-01,-13.607679961768593,0.8727752014028533
APD,2010-06-01,2011-01-01,21.577693919693512,0.90656085727205
APD,2011-01-01,2011-06-01,-1.541182562713944,1.1766696370040306
APD,2011-06-01,2012-01-01,-1.005890270389413,1.060345048696225
APD,2012-01-01,2012-06-01,-10.414037193725898,1.1387029670117599
APD,2012-06-01,2013-01-01,0.7784980443567235,0.9590773462045523
APD,2013-01-01,2013-06-01,-1.3308036034561415,1.0589381101530975
APD,2013-06-01,2014-01-01,8.66748299277317,0.9215857616515941
APD,2014-01-01,2014-06-01,2.3164423805311003,1.2102771528784142
APD,2014-06-01,2015-01-01,12.089925375198026,1.196257568249703
APD,2015-01-01,2015-06-01,-1.119920259873614,1.1740460068288738
APD,2015-06-01,2016-01-01,-7.167325247880644,0.9250837122092556
APD,2016-01-01,2016-06-01,7.857306421892608,0.991343347268583
APD,2016-06-01,2017-01-01,3.015362277585778,1.0519876139132296
APD,2017-01-01,2017-06-01,-7.277013710181728,1.2218408422145053
APD,2017-06-01,2018-01-01,5.247952563676751,0.9940686356504309
APD,2018-01-01,2018-06-01,-1.941724093272758,0.9856262332910773
APD,2018-06-01,2019-01-01,6.435463441985812,0.8298651684946006
APD,2019-01-01,2019-06-01,19.85314381757292,0.8435348715531732
APD,2019-06-01,2020-01-01,-1.683704274664823,0.8848447823436321
APD,2020-01-01,2020-06-01,12.358956762282975,1.0748657828529813
APD,2020-06-01,2021-01-01,-5.451915136377552,0.8629902496739366
APD,2021-01-01,2021-06-01,3.7151785180298447,0.7144354286557106
APD,2021-06-01,2022-01-01,-7.5325877653876585,0.7225570582246262
APD,2022-01-01,2022-06-01,-5.401301745082389,0.8190940287360565
APD,2022-06-01,2023-01-01,33.69477283965491,0.8243814869024008
APD,2023-01-01,2023-06-01,-19.13270401467122,0.714317631525595
APD,2023-06-01,2024-01-01,-9.51463305266503,0.8207188627830251
APD,2024-01-01,2024-06-01,-11.852573742830046,0.8042824693630737
APD,2024-06-01,2024-12-24,4.807835393125036,0.13110654214718592
ABNB,2020-06-01,2021-01-01,38.73904993854513,-1.639630351318873
ABNB,2021-01-01,2021-06-01,-3.8643286715027014,0.5576624295353545
ABNB,2021-06-01,2022-01-01,-7.10958717805501,1.6774770569393425
ABNB,2022-01-01,2022-06-01,-3.889082559332369,1.9231731827831875
ABNB,2022-06-01,2023-01-01,-14.39769614630621,1.6185286398206862
ABNB,2023-01-01,2023-06-01,18.698124393127138,1.5484441787044596
ABNB,2023-06-01,2024-01-01,1.523972875983251,1.8856521633494236
ABNB,2024-01-01,2024-06-01,-5.973575979431848,1.4094075986346628
ABNB,2024-06-01,2024-12-24,-25.875788959430608,1.3043670822063689
AKAM,2009-01-01,2009-06-01,36.52180830202387,1.0924428309332819
AKAM,2009-06-01,2010-01-01,-8.77268050769677,1.4039388351057542
AKAM,2010-01-01,2010-06-01,60.562574552530045,1.4754292720625652
AKAM,2010-06-01,2011-01-01,1.076751228748968,1.0334198248765063
AKAM,2011-01-01,2011-06-01,-33.07766079315092,0.5397034676047257
AKAM,2011-06-01,2012-01-01,3.4206946039329567,1.420272628231051
AKAM,2012-01-01,2012-06-01,-14.440556280536875,1.26322491864449
AKAM,2012-06-01,2013-01-01,23.54090382211755,1.8641250769463764
AKAM,2013-01-01,2013-06-01,-5.004224735595212,1.252358860617846
AKAM,2013-06-01,2014-01-01,-11.411798933859568,1.118942199169532
AKAM,2014-01-01,2014-06-01,6.816527382366186,2.0018816697368034
AKAM,2014-06-01,2015-01-01,5.852043066513637,1.4344732023315179
AKAM,2015-01-01,2015-06-01,16.01060652514839,1.12775732512905
AKAM,2015-06-01,2016-01-01,-26.925491887867814,0.9714345452427943
AKAM,2016-01-01,2016-06-01,-2.8919717994343843,1.6492297910873612
AKAM,2016-06-01,2017-01-01,13.479242152405062,1.3831516454055206
AKAM,2017-01-01,2017-06-01,-37.84163859241453,1.2460678468044988
AKAM,2017-06-01,2018-01-01,20.367080377144738,1.4806050659074332
AKAM,2018-01-01,2018-06-01,14.497557277389511,1.0493650670128514
AKAM,2018-06-01,2019-01-01,-8.42487206484161,1.2741428983953167
AKAM,2019-01-01,2019-06-01,17.18056155686653,1.1211226277810322
AKAM,2019-06-01,2020-01-01,-1.7369115301703744,1.0806844350037383
AKAM,2020-01-01,2020-06-01,23.964620477706816,0.5816113100096464
AKAM,2020-06-01,2021-01-01,-17.50689759480653,0.7328913789238692
AKAM,2021-01-01,2021-06-01,1.3229134915820522,0.5048013480034176
AKAM,2021-06-01,2022-01-01,-8.790713124891074,0.8628613791246922
AKAM,2022-01-01,2022-06-01,-6.6084524987181315,0.5282068111082772
AKAM,2022-06-01,2023-01-01,-10.779465750107628,0.9461855651684763
AKAM,2023-01-01,2023-06-01,-2.7528765698262347,1.0001461050035323
AKAM,2023-06-01,2024-01-01,18.773464818178716,0.6950233696133921
AKAM,2024-01-01,2024-06-01,-30.48182772353735,0.6896397412579178
AKAM,2024-06-01,2024-12-24,-6.144608562038184,0.7713570039024392
ALB,2009-01-01,2009-06-01,28.114513607056487,1.258369162531783
ALB,2009-06-01,2010-01-01,-6.451741699933411,1.6629267470344886
ALB,2010-01-01,2010-06-01,16.927761183811402,1.3561112143897613
ALB,2010-06-01,2011-01-01,11.526554632536914,1.3782815511406616
ALB,2011-01-01,2011-06-01,17.005031896043114,1.7902082424935315
ALB,2011-06-01,2012-01-01,-17.158725811298922,1.585201574944352
ALB,2012-01-01,2012-06-01,8.176478781017781,1.8901351666343484
ALB,2012-06-01,2013-01-01,-5.565986235341349,1.3713205445940446
ALB,2013-01-01,2013-06-01,-11.641478648966824,1.4014150843899114
